resource_id,resource_type,version_id
215D1795-0549-11F0-94E9-0671E352DA21,Patient,1
215F4AF9-0549-11F0-94E9-0671E352DA21,Patient,1
21618E11-0549-11F0-94E9-0671E352DA21,Patient,1
2163CA35-0549-11F0-94E9-0671E352DA21,Patient,1
2165DE6F-0549-11F0-94E9-0671E352DA21,Patient,1
2167DF74-0549-11F0-94E9-0671E352DA21,Patient,1
216A1F17-0549-11F0-94E9-0671E352DA21,Patient,1
216C2131-0549-11F0-94E9-0671E352DA21,Patient,1
216E726C-0549-11F0-94E9-0671E352DA21,Patient,1
21709EA5-0549-11F0-94E9-0671E352DA21,Patient,1
2172DDBF-0549-11F0-94E9-0671E352DA21,Patient,1
2175337D-0549-11F0-94E9-0671E352DA21,Patient,1
2177634B-0549-11F0-94E9-0671E352DA21,Patient,1
2179B9CC-0549-11F0-94E9-0671E352DA21,Patient,1
217BEB49-0549-11F0-94E9-0671E352DA21,Patient,1
217DEE44-0549-11F0-94E9-0671E352DA21,Patient,1
21802FD5-0549-11F0-94E9-0671E352DA21,Patient,1
21823486-0549-11F0-94E9-0671E352DA21,Patient,1
21847290-0549-11F0-94E9-0671E352DA21,Patient,1
2186B544-0549-11F0-94E9-0671E352DA21,Patient,1
2188B90B-0549-11F0-94E9-0671E352DA21,Patient,1
218AE7CD-0549-11F0-94E9-0671E352DA21,Patient,1
218CFFA6-0549-11F0-94E9-0671E352DA21,Patient,1
218F390F-0549-11F0-94E9-0671E352DA21,Patient,1
219156DD-0549-11F0-94E9-0671E352DA21,Patient,1
2193A719-0549-11F0-94E9-0671E352DA21,Patient,1
2195F297-0549-11F0-94E9-0671E352DA21,Patient,1
21983D47-0549-11F0-94E9-0671E352DA21,Patient,1
219A792B-0549-11F0-94E9-0671E352DA21,Patient,1
219C75AF-0549-11F0-94E9-0671E352DA21,Patient,1
219ECF81-0549-11F0-94E9-0671E352DA21,Patient,1
21A10D7D-0549-11F0-94E9-0671E352DA21,Patient,1
21A341BE-0549-11F0-94E9-0671E352DA21,Patient,1
21A57C6F-0549-11F0-94E9-0671E352DA21,Patient,1
21A7A8BD-0549-11F0-94E9-0671E352DA21,Patient,1
21A9DEAB-0549-11F0-94E9-0671E352DA21,Patient,1
21AC24B4-0549-11F0-94E9-0671E352DA21,Patient,1
21AE7D1C-0549-11F0-94E9-0671E352DA21,Patient,1
21B0A6A8-0549-11F0-94E9-0671E352DA21,Patient,1
21B2A1AC-0549-11F0-94E9-0671E352DA21,Patient,1
21B4E171-0549-11F0-94E9-0671E352DA21,Patient,1
21B73611-0549-11F0-94E9-0671E352DA21,Patient,1
21B976BC-0549-11F0-94E9-0671E352DA21,Patient,1
21BB9394-0549-11F0-94E9-0671E352DA21,Patient,1
21BDBFAF-0549-11F0-94E9-0671E352DA21,Patient,1
21BFEDD3-0549-11F0-94E9-0671E352DA21,Patient,1
21C2258A-0549-11F0-94E9-0671E352DA21,Patient,1
21C47F7E-0549-11F0-94E9-0671E352DA21,Patient,1
21C6B27E-0549-11F0-94E9-0671E352DA21,Patient,1
21C8EDAE-0549-11F0-94E9-0671E352DA21,Patient,1
21CB1C8F-0549-11F0-94E9-0671E352DA21,Patient,1
21CD7493-0549-11F0-94E9-0671E352DA21,Patient,1
21CFAED6-0549-11F0-94E9-0671E352DA21,Patient,1
21D1E361-0549-11F0-94E9-0671E352DA21,Patient,1
21D419E5-0549-11F0-94E9-0671E352DA21,Patient,1
21D66602-0549-11F0-94E9-0671E352DA21,Patient,1
21D8A037-0549-11F0-94E9-0671E352DA21,Patient,1
21DAC93D-0549-11F0-94E9-0671E352DA21,Patient,1
21DD0336-0549-11F0-94E9-0671E352DA21,Patient,1
21DF527B-0549-11F0-94E9-0671E352DA21,Patient,1
21E19417-0549-11F0-94E9-0671E352DA21,Patient,1
21E3C4BF-0549-11F0-94E9-0671E352DA21,Patient,1
21E5F65E-0549-11F0-94E9-0671E352DA21,Patient,1
23A50E99-0549-11F0-94E9-0671E352DA21,Patient,1
23A85710-0549-11F0-94E9-0671E352DA21,Patient,1
23AAB349-0549-11F0-94E9-0671E352DA21,Patient,1
23ACE6B8-0549-11F0-94E9-0671E352DA21,Patient,1
23AF2B7D-0549-11F0-94E9-0671E352DA21,Patient,1
23B17EF1-0549-11F0-94E9-0671E352DA21,Patient,1
23B3CA45-0549-11F0-94E9-0671E352DA21,Patient,1
23B5FF58-0549-11F0-94E9-0671E352DA21,Patient,1
23B8575C-0549-11F0-94E9-0671E352DA21,Patient,1
23BA9979-0549-11F0-94E9-0671E352DA21,Patient,1
23BCC3AD-0549-11F0-94E9-0671E352DA21,Patient,1
23BF17ED-0549-11F0-94E9-0671E352DA21,Patient,1
23C15B17-0549-11F0-94E9-0671E352DA21,Patient,1
23C39475-0549-11F0-94E9-0671E352DA21,Patient,1
23C5ED90-0549-11F0-94E9-0671E352DA21,Patient,1
23C81B82-0549-11F0-94E9-0671E352DA21,Patient,1
23CA1B33-0549-11F0-94E9-0671E352DA21,Patient,1
23CC1ED4-0549-11F0-94E9-0671E352DA21,Patient,1
23CE5E47-0549-11F0-94E9-0671E352DA21,Patient,1
23D08D33-0549-11F0-94E9-0671E352DA21,Patient,1
23D2C87E-0549-11F0-94E9-0671E352DA21,Patient,1
23D4C739-0549-11F0-94E9-0671E352DA21,Patient,1
23D6F279-0549-11F0-94E9-0671E352DA21,Patient,1
23D93C0C-0549-11F0-94E9-0671E352DA21,Patient,1
23DB8C16-0549-11F0-94E9-0671E352DA21,Patient,1
23DDD04F-0549-11F0-94E9-0671E352DA21,Patient,1
23E00572-0549-11F0-94E9-0671E352DA21,Patient,1
23E24B47-0549-11F0-94E9-0671E352DA21,Patient,1
23E48BFA-0549-11F0-94E9-0671E352DA21,Patient,1
23E6C0B5-0549-11F0-94E9-0671E352DA21,Patient,1
23E8F11D-0549-11F0-94E9-0671E352DA21,Patient,1
23EB2300-0549-11F0-94E9-0671E352DA21,Patient,1
23ED6A77-0549-11F0-94E9-0671E352DA21,Patient,1
23EFAE58-0549-11F0-94E9-0671E352DA21,Patient,1
23F1B473-0549-11F0-94E9-0671E352DA21,Patient,1
23F3CF71-0549-11F0-94E9-0671E352DA21,Patient,1
23F61467-0549-11F0-94E9-0671E352DA21,Patient,1
23F8486F-0549-11F0-94E9-0671E352DA21,Patient,1
23FAA558-0549-11F0-94E9-0671E352DA21,Patient,1
23FCA27C-0549-11F0-94E9-0671E352DA21,Patient,1
23FECBC6-0549-11F0-94E9-0671E352DA21,Patient,1
24010DD0-0549-11F0-94E9-0671E352DA21,Patient,1
24030D39-0549-11F0-94E9-0671E352DA21,Patient,1
240585A8-0549-11F0-94E9-0671E352DA21,Patient,1
2407B646-0549-11F0-94E9-0671E352DA21,Patient,1
2409E449-0549-11F0-94E9-0671E352DA21,Patient,1
240C0A55-0549-11F0-94E9-0671E352DA21,Patient,1
240E5165-0549-11F0-94E9-0671E352DA21,Patient,1
24107832-0549-11F0-94E9-0671E352DA21,Patient,1
2412B0E2-0549-11F0-94E9-0671E352DA21,Patient,1
2414F44A-0549-11F0-94E9-0671E352DA21,Patient,1
24171ACF-0549-11F0-94E9-0671E352DA21,Patient,1
24194D7D-0549-11F0-94E9-0671E352DA21,Patient,1
241B6F88-0549-11F0-94E9-0671E352DA21,Patient,1
241D97CA-0549-11F0-94E9-0671E352DA21,Patient,1
241FD0E2-0549-11F0-94E9-0671E352DA21,Patient,1
2421FB79-0549-11F0-94E9-0671E352DA21,Patient,1
2423F427-0549-11F0-94E9-0671E352DA21,Patient,1
24262DF7-0549-11F0-94E9-0671E352DA21,Patient,1
24286D16-0549-11F0-94E9-0671E352DA21,Patient,1
242A9754-0549-11F0-94E9-0671E352DA21,Patient,1
242CE77A-0549-11F0-94E9-0671E352DA21,Patient,1
242EE56E-0549-11F0-94E9-0671E352DA21,Patient,1
243124E7-0549-11F0-94E9-0671E352DA21,Patient,1
24332234-0549-11F0-94E9-0671E352DA21,Patient,1
2435313E-0549-11F0-94E9-0671E352DA21,Patient,1
243768E3-0549-11F0-94E9-0671E352DA21,Patient,1
24398D8E-0549-11F0-94E9-0671E352DA21,Patient,1
243BCC1A-0549-11F0-94E9-0671E352DA21,Patient,1
243E144E-0549-11F0-94E9-0671E352DA21,Patient,1
24404D5B-0549-11F0-94E9-0671E352DA21,Patient,1
24429829-0549-11F0-94E9-0671E352DA21,Patient,1
2444925E-0549-11F0-94E9-0671E352DA21,Patient,1
2446BDCB-0549-11F0-94E9-0671E352DA21,Patient,1
2448C9A2-0549-11F0-94E9-0671E352DA21,Patient,1
244AF495-0549-11F0-94E9-0671E352DA21,Patient,1
244D0645-0549-11F0-94E9-0671E352DA21,Patient,1
244F2F8D-0549-11F0-94E9-0671E352DA21,Patient,1
24516DCD-0549-11F0-94E9-0671E352DA21,Patient,1
24538FC0-0549-11F0-94E9-0671E352DA21,Patient,1
2455BA90-0549-11F0-94E9-0671E352DA21,Patient,1
2457F233-0549-11F0-94E9-0671E352DA21,Patient,1
2459FE00-0549-11F0-94E9-0671E352DA21,Patient,1
245C31AB-0549-11F0-94E9-0671E352DA21,Patient,1
245E5DCC-0549-11F0-94E9-0671E352DA21,Patient,1
2460A479-0549-11F0-94E9-0671E352DA21,Patient,1
2462FE32-0549-11F0-94E9-0671E352DA21,Patient,1
24653D22-0549-11F0-94E9-0671E352DA21,Patient,1
246765A3-0549-11F0-94E9-0671E352DA21,Patient,1
24699E6F-0549-11F0-94E9-0671E352DA21,Patient,1
246BD592-0549-11F0-94E9-0671E352DA21,Patient,1
246DFC96-0549-11F0-94E9-0671E352DA21,Patient,1
24703F2C-0549-11F0-94E9-0671E352DA21,Patient,1
24727797-0549-11F0-94E9-0671E352DA21,Patient,1
2474A79D-0549-11F0-94E9-0671E352DA21,Patient,1
2476B57A-0549-11F0-94E9-0671E352DA21,Patient,1
2478F2B7-0549-11F0-94E9-0671E352DA21,Patient,1
247B1F15-0549-11F0-94E9-0671E352DA21,Patient,1
247D4ACB-0549-11F0-94E9-0671E352DA21,Patient,1
247F9A45-0549-11F0-94E9-0671E352DA21,Patient,1
291DEFF5-0549-11F0-94E9-0671E352DA21,Patient,1
2921B05D-0549-11F0-94E9-0671E352DA21,Patient,1
29243BF5-0549-11F0-94E9-0671E352DA21,Patient,1
29267765-0549-11F0-94E9-0671E352DA21,Patient,1
2928BD31-0549-11F0-94E9-0671E352DA21,Patient,1
292ADA80-0549-11F0-94E9-0671E352DA21,Patient,1
292D1BD5-0549-11F0-94E9-0671E352DA21,Patient,1
292F4B13-0549-11F0-94E9-0671E352DA21,Patient,1
2931A7C6-0549-11F0-94E9-0671E352DA21,Patient,1
2933F3C9-0549-11F0-94E9-0671E352DA21,Patient,1
2936FB6F-0549-11F0-94E9-0671E352DA21,Patient,1
293954DF-0549-11F0-94E9-0671E352DA21,Patient,1
293BA976-0549-11F0-94E9-0671E352DA21,Patient,1
293DF762-0549-11F0-94E9-0671E352DA21,Patient,1
29404E8B-0549-11F0-94E9-0671E352DA21,Patient,1
294280BB-0549-11F0-94E9-0671E352DA21,Patient,1
2944B265-0549-11F0-94E9-0671E352DA21,Patient,1
2946F57C-0549-11F0-94E9-0671E352DA21,Patient,1
29491ACF-0549-11F0-94E9-0671E352DA21,Patient,1
294B5780-0549-11F0-94E9-0671E352DA21,Patient,1
294D8832-0549-11F0-94E9-0671E352DA21,Patient,1
294FC841-0549-11F0-94E9-0671E352DA21,Patient,1
29520E4D-0549-11F0-94E9-0671E352DA21,Patient,1
29545EB8-0549-11F0-94E9-0671E352DA21,Patient,1
29568B14-0549-11F0-94E9-0671E352DA21,Patient,1
2958E015-0549-11F0-94E9-0671E352DA21,Patient,1
295B179F-0549-11F0-94E9-0671E352DA21,Patient,1
295D5B35-0549-11F0-94E9-0671E352DA21,Patient,1
295F8772-0549-11F0-94E9-0671E352DA21,Patient,1
2961C5C8-0549-11F0-94E9-0671E352DA21,Patient,1
29643727-0549-11F0-94E9-0671E352DA21,Patient,1
29668FA5-0549-11F0-94E9-0671E352DA21,Patient,1
2968D35F-0549-11F0-94E9-0671E352DA21,Patient,1
296B16BC-0549-11F0-94E9-0671E352DA21,Patient,1
296D58C7-0549-11F0-94E9-0671E352DA21,Patient,1
296F8618-0549-11F0-94E9-0671E352DA21,Patient,1
2971B2B6-0549-11F0-94E9-0671E352DA21,Patient,1
2973D81D-0549-11F0-94E9-0671E352DA21,Patient,1
29761451-0549-11F0-94E9-0671E352DA21,Patient,1
29783C95-0549-11F0-94E9-0671E352DA21,Patient,1
297A7B41-0549-11F0-94E9-0671E352DA21,Patient,1
297CA14B-0549-11F0-94E9-0671E352DA21,Patient,1
297ED87E-0549-11F0-94E9-0671E352DA21,Patient,1
298125F6-0549-11F0-94E9-0671E352DA21,Patient,1
29834E48-0549-11F0-94E9-0671E352DA21,Patient,1
2985764C-0549-11F0-94E9-0671E352DA21,Patient,1
2987C89B-0549-11F0-94E9-0671E352DA21,Patient,1
298A2367-0549-11F0-94E9-0671E352DA21,Patient,1
298C6F06-0549-11F0-94E9-0671E352DA21,Patient,1
298EDFEF-0549-11F0-94E9-0671E352DA21,Patient,1
29914111-0549-11F0-94E9-0671E352DA21,Patient,1
299394C3-0549-11F0-94E9-0671E352DA21,Patient,1
2995DE88-0549-11F0-94E9-0671E352DA21,Patient,1
29981020-0549-11F0-94E9-0671E352DA21,Patient,1
299A514D-0549-11F0-94E9-0671E352DA21,Patient,1
299C7FC7-0549-11F0-94E9-0671E352DA21,Patient,1
299EA345-0549-11F0-94E9-0671E352DA21,Patient,1
29A09F58-0549-11F0-94E9-0671E352DA21,Patient,1
29A2DE5B-0549-11F0-94E9-0671E352DA21,Patient,1
29A510A3-0549-11F0-94E9-0671E352DA21,Patient,1
29A73EBE-0549-11F0-94E9-0671E352DA21,Patient,1
29A968A4-0549-11F0-94E9-0671E352DA21,Patient,1
29AB93AD-0549-11F0-94E9-0671E352DA21,Patient,1
29ADBB32-0549-11F0-94E9-0671E352DA21,Patient,1
29AFDF87-0549-11F0-94E9-0671E352DA21,Patient,1
29B1F1CE-0549-11F0-94E9-0671E352DA21,Patient,1
29B432E2-0549-11F0-94E9-0671E352DA21,Patient,1
29B668D6-0549-11F0-94E9-0671E352DA21,Patient,1
29B89B38-0549-11F0-94E9-0671E352DA21,Patient,1
29BAC665-0549-11F0-94E9-0671E352DA21,Patient,1
29BCF0B4-0549-11F0-94E9-0671E352DA21,Patient,1
29BF0E39-0549-11F0-94E9-0671E352DA21,Patient,1
29C14CF4-0549-11F0-94E9-0671E352DA21,Patient,1
29C356D2-0549-11F0-94E9-0671E352DA21,Patient,1
29C55734-0549-11F0-94E9-0671E352DA21,Patient,1
29C79613-0549-11F0-94E9-0671E352DA21,Patient,1
29C9EDE1-0549-11F0-94E9-0671E352DA21,Patient,1
29CC3B93-0549-11F0-94E9-0671E352DA21,Patient,1
29CE6BD0-0549-11F0-94E9-0671E352DA21,Patient,1
29D09465-0549-11F0-94E9-0671E352DA21,Patient,1
29D2CBE0-0549-11F0-94E9-0671E352DA21,Patient,1
29D5020B-0549-11F0-94E9-0671E352DA21,Patient,1
29D70632-0549-11F0-94E9-0671E352DA21,Patient,1
29D92E6B-0549-11F0-94E9-0671E352DA21,Patient,1
29DB60DA-0549-11F0-94E9-0671E352DA21,Patient,1
29DD8602-0549-11F0-94E9-0671E352DA21,Patient,1
29DFBA72-0549-11F0-94E9-0671E352DA21,Patient,1
29E1E45D-0549-11F0-94E9-0671E352DA21,Patient,1
29E40FB3-0549-11F0-94E9-0671E352DA21,Patient,1
29E63C03-0549-11F0-94E9-0671E352DA21,Patient,1
29E86D32-0549-11F0-94E9-0671E352DA21,Patient,1
29EAA507-0549-11F0-94E9-0671E352DA21,Patient,1
29ECCB9F-0549-11F0-94E9-0671E352DA21,Patient,1
29EEF3EA-0549-11F0-94E9-0671E352DA21,Patient,1
29F1230B-0549-11F0-94E9-0671E352DA21,Patient,1
29F34B73-0549-11F0-94E9-0671E352DA21,Patient,1
29F5821D-0549-11F0-94E9-0671E352DA21,Patient,1
29F7C075-0549-11F0-94E9-0671E352DA21,Patient,1
29F9EFAE-0549-11F0-94E9-0671E352DA21,Patient,1
29FC3254-0549-11F0-94E9-0671E352DA21,Patient,1
2EEC8344-2133-11F0-AC28-0671E352DA21,Condition,1
2EED1D72-2133-11F0-AC28-0671E352DA21,Patient,1
2EED1FD1-2133-11F0-AC28-0671E352DA21,Encounter,1
2EFCB3B3-2133-11F0-AC28-0671E352DA21,Condition,1
2EFCBF07-2133-11F0-AC28-0671E352DA21,Encounter,1
2EFDAAC9-2133-11F0-AC28-0671E352DA21,Condition,1
2EFDB58E-2133-11F0-AC28-0671E352DA21,Encounter,1
2EFE86ED-2133-11F0-AC28-0671E352DA21,Condition,1
2EFF727E-2133-11F0-AC28-0671E352DA21,Condition,1
2EFF7D28-2133-11F0-AC28-0671E352DA21,Encounter,1
2F007F41-2133-11F0-AC28-0671E352DA21,Condition,1
2F0168B7-2133-11F0-AC28-0671E352DA21,Condition,1
2F017365-2133-11F0-AC28-0671E352DA21,Encounter,1
2F025470-2133-11F0-AC28-0671E352DA21,Condition,1
2F032705-2133-11F0-AC28-0671E352DA21,Condition,1
2F03FADC-2133-11F0-AC28-0671E352DA21,Condition,1
2F04E4BF-2133-11F0-AC28-0671E352DA21,Condition,1
2F04EFC7-2133-11F0-AC28-0671E352DA21,Encounter,1
2F05B7E5-2133-11F0-AC28-0671E352DA21,Condition,1
2F05C2A9-2133-11F0-AC28-0671E352DA21,Encounter,1
2F068C92-2133-11F0-AC28-0671E352DA21,Condition,1
2F074D56-2133-11F0-AC28-0671E352DA21,Condition,1
2F0758F6-2133-11F0-AC28-0671E352DA21,Encounter,1
2F083AB2-2133-11F0-AC28-0671E352DA21,Condition,1
2F091629-2133-11F0-AC28-0671E352DA21,Condition,1
2F0920B9-2133-11F0-AC28-0671E352DA21,Encounter,1
2F09E902-2133-11F0-AC28-0671E352DA21,Condition,1
2F09F2E9-2133-11F0-AC28-0671E352DA21,Patient,1
2F09F4D0-2133-11F0-AC28-0671E352DA21,Encounter,1
2F0ABDE2-2133-11F0-AC28-0671E352DA21,Condition,1
2F0AC883-2133-11F0-AC28-0671E352DA21,Encounter,1
2F0B9051-2133-11F0-AC28-0671E352DA21,Condition,1
2F0B9B9A-2133-11F0-AC28-0671E352DA21,Encounter,1
2F0C936C-2133-11F0-AC28-0671E352DA21,Condition,1
2F0C9DED-2133-11F0-AC28-0671E352DA21,Encounter,1
2F0D8AF8-2133-11F0-AC28-0671E352DA21,Condition,1
2F0D964D-2133-11F0-AC28-0671E352DA21,Encounter,1
2F0E5E23-2133-11F0-AC28-0671E352DA21,Condition,1
2F0E6921-2133-11F0-AC28-0671E352DA21,Encounter,1
2F0F3355-2133-11F0-AC28-0671E352DA21,Condition,1
2F0F3ECA-2133-11F0-AC28-0671E352DA21,Encounter,1
2F1009A9-2133-11F0-AC28-0671E352DA21,Condition,1
